Restaurant_Name,City,Restaurant_Type,Cuisines,Cost_for_two,Rating_out_of_5,Customer_rated,Service_Category,Online_Order,Book_Table
Star Cafe Hotel,Electronic City,Quick Bites,"North Indian, Chinese",350.0,3.4,0,Dine-out,No,No
Eatery,Electronic City,Quick Bites,Fast Food,100.0,3.3,0,Dine-out,No,No
Shivshankar Hotel,Electronic City,Quick Bites,"North Indian, Chinese",350.0,3.4,0,Dine-out,No,No
New Kshatriya Dum Biryani,Electronic City,Quick Bites,"Biryani, South Indian",350.0,3.1,0,Dine-out,No,No
Sharon Hotel,Electronic City,Quick Bites,"Kerala, South Indian",300.0,3.4,0,Dine-out,No,No
The Juice Shop,Electronic City,Quick Bites,"Juices, North Indian",200.0,3.5,0,Dine-out,No,No
Reyniks Flavours,Electronic City,Quick Bites,North Indian,150.0,3.6,0,Dine-out,No,No
Wow Manglore Multi Cuisine Restaurant,Electronic City,Quick Bites,"Fast Food, Kerala, Mangalorean, Seafood, South Indian",300.0,3.5,0,Dine-out,No,No
Punjabi Dhaba And Family Restaurant,Electronic City,Quick Bites,"North Indian, Chinese",250.0,3.4,0,Dine-out,No,No
Goli Vada Pav No 1,Electronic City,Quick Bites,Street Food,200.0,3.4,7,Dine-out,Yes,No
VMS Star Biriyani,Electronic City,Quick Bites,"Biryani, South Indian",350.0,3.1,5,Dine-out,No,No
Royal Bengal Corner,Electronic City,Quick Bites,"Chinese, Fast Food, North Indian, Rolls",250.0,3.8,307,Dine-out,Yes,No
Choco Nut Cafe,Electronic City,Quick Bites,Desserts,150.0,3.2,19,Dine-out,Yes,No
Nesara Upahar,Electronic City,Quick Bites,"South Indian, Chinese, North Indian",250.0,3.5,0,Dine-out,Yes,No
Srinidhi Grand,Electronic City,Quick Bites,"South Indian, Fast Food",150.0,4.0,0,Dine-out,Yes,No
Swad 'E' Punjab,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food, Biryani",500.0,3.5,0,Dine-out,Yes,No
Halli Mane Badoota Hotel,Electronic City,Quick Bites,South Indian,300.0,3.5,0,Dine-out,Yes,No
Baskiin's Rabbin,Electronic City,Quick Bites,"Fast Food, Desserts, Beverages",300.0,3.5,0,Dine-out,No,No
Today Coffee,Electronic City,Quick Bites,South Indian,150.0,3.5,0,Dine-out,Yes,No
Akshay Biryani Paradise,Electronic City,Quick Bites,"South Indian, North Indian",350.0,3.5,0,Dine-out,No,No
Shiv Shankar Hotel,Electronic City,Quick Bites,"North Indian, Chinese",350.0,3.5,10,Dine-out,No,No
Vibgyor Kitchen,Electronic City,Quick Bites,North Indian,350.0,3.6,0,Dine-out,No,No
Pathumma`s Kitchen,Electronic City,Quick Bites,North Indian,200.0,3.2,7,Dine-out,No,No
Big Apple Restaurant,Electronic City,Quick Bites,"North Indian, Chinese, Pizza, Burger",300.0,3.2,4,Dine-out,No,No
Star Ambur Dum Biryani,Electronic City,Quick Bites,Biryani,200.0,3.2,5,Dine-out,No,No
Andhra Food Cafe (AFC),Electronic City,Quick Bites,"Andhra, North Indian, South Indian",250.0,3.3,46,Dine-out,Yes,No
Hotel A-1,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.3,5,Dine-out,No,No
Naidu Hotel,Electronic City,Quick Bites,South Indian,200.0,3.5,0,Dine-out,No,No
Sri Matha Sagar,Electronic City,Quick Bites,"South Indian, North Indian, Chinese",200.0,3.2,4,Dine-out,No,No
Hotel Thalassery,Electronic City,Quick Bites,"Kerala, South Indian",200.0,3.4,8,Dine-out,No,No
The Foodware Veg,Electronic City,Quick Bites,South Indian,400.0,3.8,19,Dine-out,No,No
Reddy Dhaba,Electronic City,Quick Bites,North Indian,350.0,3.6,0,Dine-out,No,No
The Magic Chef,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.7,28,Dine-out,No,No
Sandesh Sweets & Chats,Electronic City,Quick Bites,"South Indian, Street Food, Beverages",350.0,2.9,126,Dine-out,No,No
Hamara Kozhikode,Electronic City,Quick Bites,"Kerala, Juices",300.0,3.3,5,Dine-out,No,No
I Siri Restaurant And Caterers,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",400.0,3.4,6,Dine-out,No,No
Food Point,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",300.0,3.4,0,Dine-out,No,No
S.L.V.Brahmin Cafe,Electronic City,Quick Bites,South Indian,100.0,3.5,0,Dine-out,No,No
Grand Fast Food,Electronic City,Quick Bites,Fast Food,250.0,3.3,0,Dine-out,No,No
Chikeys,Electronic City,Quick Bites,"Burger, Fast Food",400.0,3.0,19,Dine-out,No,No
Wedesi,Electronic City,Quick Bites,North Indian,250.0,3.6,0,Dine-out,No,No
Till The Last Bite,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.4,7,Dine-out,No,No
Ham Khim Chinese Fast Food,Electronic City,Quick Bites,Chinese,300.0,3.1,7,Dine-out,No,No
HOT BOX,Electronic City,Quick Bites,"North Indian, Chinese",200.0,3.6,28,Dine-out,No,No
4Foodiez - The Restaurant,Electronic City,Quick Bites,"Street Food, Chinese, North Indian, South Indian",400.0,3.0,23,Dine-out,No,No
A-1 Fast Food,Electronic City,Quick Bites,Fast Food,100.0,3.3,0,Dine-out,No,No
Marwa Family Restaurant,Electronic City,Quick Bites,"North Indian, Chinese",500.0,3.0,8,Dine-out,No,No
Sri Ragavendhra Upahar,Electronic City,Quick Bites,South Indian,200.0,3.5,0,Dine-out,No,No
Sri Kathyayani Upahar,Electronic City,Quick Bites,South Indian,250.0,3.5,0,Dine-out,No,No
Tasty Funda,Electronic City,Quick Bites,"North Indian, Chinese",200.0,3.3,4,Dine-out,No,No
Daafoodies,Electronic City,Quick Bites,Kerala,400.0,3.2,4,Dine-out,No,No
ANR Dum Biryani Centre,Electronic City,Quick Bites,"South Indian, Biryani",350.0,3.5,0,Dine-out,No,No
Vasu Biriyani Paradise,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",200.0,3.4,0,Dine-out,No,No
Sai Upahar,Electronic City,Quick Bites,"South Indian, Street Food",200.0,3.5,0,Dine-out,No,No
Grand Taj,Electronic City,Quick Bites,"Biryani, North Indian, Chinese",200.0,3.8,0,Dine-out,No,No
Choconut Cafe,Electronic City,Quick Bites,"Fast Food, Beverages",250.0,3.4,6,Dine-out,No,No
Paris Restaurant,Electronic City,Quick Bites,North Indian,350.0,3.6,0,Dine-out,No,No
Fine Dine Restaurant,Electronic City,Quick Bites,"Biryani, Fast Food, South Indian",200.0,3.5,0,Dine-out,No,No
Naati Kitchen,Electronic City,Quick Bites,"Kerala, South Indian",300.0,3.4,0,Dine-out,No,No
BJ Bhavan Veg Restaurants,Electronic City,Quick Bites,"South Indian, North Indian, Chinese",350.0,3.6,0,Dine-out,No,No
TRS Family Restaurant,Electronic City,Quick Bites,"South Indian, Andhra",150.0,3.5,0,Dine-out,No,No
Grand Kudla Family Restaurant,Electronic City,Quick Bites,"South Indian, North Indian, Chinese",300.0,3.6,0,Dine-out,No,No
Desi Tadka,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.0,16,Dine-out,No,No
Hotel Amrit,Electronic City,Quick Bites,"North Indian, Chinese, Juices",250.0,3.5,0,Dine-out,No,No
Theka,Electronic City,Food Court,"North Indian, Street Food",300.0,3.5,0,Dine-out,No,No
Pals Food Point,Electronic City,Quick Bites,South Indian,150.0,3.5,0,Dine-out,No,No
Hot 'N' Fresh,Electronic City,Quick Bites,Fast Food,250.0,3.5,8,Dine-out,No,No
Indian Tava Phasta,Electronic City,Quick Bites,"North Indian, Rolls",250.0,3.5,0,Dine-out,No,No
Ambur Dum Biriyani,Electronic City,Quick Bites,"Biryani, Kebab",300.0,3.3,5,Dine-out,No,No
Hot & Cool,Electronic City,Quick Bites,Fast Food,150.0,3.3,0,Dine-out,No,No
Adya Hotel,Electronic City,Quick Bites,"South Indian, North Indian, Chinese",400.0,3.3,4,Dine-out,No,No
Lion City Restaurant and Cafe,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",300.0,3.3,5,Dine-out,No,No
Pehla Niwala,Electronic City,Quick Bites,"North Indian, Momos",400.0,2.8,41,Dine-out,No,No
The Lemon Grass Kitchen,Electronic City,Quick Bites,"Chinese, Thai",300.0,3.3,5,Dine-out,No,No
Bite Sip Repeat,Electronic City,Quick Bites,"Fast Food, South Indian, North Indian",150.0,3.4,6,Dine-out,No,No
White Chillies,Electronic City,Quick Bites,Biryani,300.0,3.25,0,Dine-out,No,No
Mazali,Electronic City,Quick Bites,"Kerala, North Indian",350.0,3.5,0,Dine-out,No,No
Andhra Ruchulu,Electronic City,Quick Bites,South Indian,250.0,3.3,5,Dine-out,No,No
Taste Of Rajasthan,Electronic City,Quick Bites,"North Indian, Rajasthani, Street Food",200.0,3.5,0,Dine-out,No,No
Ambur Dum Biryani,Electronic City,Quick Bites,"Biryani, Fast Food",300.0,3.3,0,Dine-out,No,No
Star Briyani,Electronic City,Quick Bites,"Biryani, North Indian",200.0,3.5,0,Dine-out,No,No
Namma Atithi,Electronic City,Quick Bites,"North Indian, South Indian, Chinese, Biryani",200.0,3.5,0,Dine-out,No,No
Flavour A Azam,Electronic City,Quick Bites,North Indian,400.0,3.5,42,Dine-out,No,No
V-3 Food Spot,Electronic City,Quick Bites,"North Indian, Chinese, South Indian",300.0,2.8,0,Dine-out,No,No
Delhi Pizza House,Electronic City,Quick Bites,"Pizza, American",400.0,3.2,4,Dine-out,No,No
Curries And Pickles,Electronic City,Quick Bites,"Andhra, North Indian, Biryani",400.0,3.6,17,Dine-out,No,No
Bhaiya Ji Food Court,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.5,8,Dine-out,No,No
Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Electronic City,Quick Bites,"Andhra, Chinese, Biryani",500.0,3.5,0,Dine-out,Yes,No
Aafa Calicut Restaurant,Electronic City,Quick Bites,"Fast Food, Chinese",150.0,3.6,0,Dine-out,No,No
Mustard Food Court,Electronic City,Quick Bites,"North Indian, Chinese",500.0,3.8,57,Dine-out,No,No
Empire Restaurant,Electronic City,Quick Bites,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400.0,3.5,0,Dine-out,Yes,No
Maa Reddy's Hyderabadi Biryani House,Electronic City,Quick Bites,"Biryani, Andhra, North Indian",500.0,3.0,50,Dine-out,Yes,No
Pimento,Electronic City,Quick Bites,"Chinese, Fast Food, Italian",400.0,3.7,95,Dine-out,Yes,No
Satkar Restaurant,Electronic City,Quick Bites,"North Indian, Chinese, Biryani, Seafood",350.0,3.6,75,Dine-out,Yes,No
Delhi's Essence,Electronic City,Quick Bites,North Indian,500.0,3.6,60,Dine-out,Yes,No
Parathe Wali Gali,Electronic City,Quick Bites,"North Indian, Chinese",250.0,3.6,332,Dine-out,Yes,No
Dande Hyderabad Biryani,Electronic City,Quick Bites,"Biryani, Andhra, North Indian",500.0,3.0,0,Dine-out,Yes,No
King,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.7,570,Dine-out,Yes,No
Sunny's,Electronic City,Quick Bites,"Sandwich, Fast Food, Salad, Bakery, Juices",300.0,3.0,13,Dine-out,Yes,No
Aunty Kitchen,Electronic City,Quick Bites,"North Indian, Chinese, Fast Food",700.0,3.8,0,Dine-out,Yes,No
OrganicFeast,Electronic City,Quick Bites,"North Indian, Chinese, Healthy Food",400.0,2.9,45,Dine-out,Yes,No
Hotel Manarama,Electronic City,Quick Bites,North Indian,200.0,3.7,43,Dine-out,No,No
Karama Restaurant,Electronic City,Quick Bites,Arabian,400.0,3.5,0,Dine-out,Yes,No
Amaravathi Mess,Electronic City,Quick Bites,"Andhra, Biryani",400.0,3.6,108,Dine-out,Yes,No
Kerala Food,Electronic City,Quick Bites,"Kerala, South Indian",250.0,3.4,0,Dine-out,No,No
Hotel Uma Bhai,Electronic City,Quick Bites,North Indian,400.0,3.7,38,Dine-out,Yes,No
Omleterian,Electronic City,Quick Bites,"American, Continental",200.0,3.5,0,Dine-out,Yes,No
Foodies Family Restaurant,Electronic City,Quick Bites,"North Indian, Chinese",300.0,3.4,6,Dine-out,Yes,No
Ramdev Bhojnalaya,Electronic City,Quick Bites,"Rajasthani, Gujarati",200.0,3.0,29,Dine-out,No,No
Ande Ka Funda,Electronic City,Quick Bites,"North Indian, Fast Food, Rolls",200.0,3.4,16,Dine-out,Yes,No
Desi Dhaba,Electronic City,Quick Bites,"Chinese, North Indian",300.0,3.8,303,Dine-out,Yes,No
Nagas,Electronic City,Quick Bites,"Andhra, Hyderabadi, North Indian",300.0,3.5,0,Dine-out,Yes,No
Kadhai Tadka family Restaurant,Electronic City,Quick Bites,"Chinese, North Indian",400.0,3.7,0,Dine-out,No,No
Priya's Punjabi,Electronic City,Casual Dining,North Indian,625.0,3.8,33,Dine-out,No,No
Gilly's Restobar,Electronic City,"Pub, Casual Dining","Continental, North Indian, Chinese, Salad",1200.0,4.3,1265,Drinks & nightlife,No,Yes
Fire Station,Electronic City,"Pub, Casual Dining","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",1200.0,4.4,809,Drinks & nightlife,No,Yes
Aura - Radha Regent,Electronic City,Bar,"Continental, American, South Indian, Italian, North Indian, Chinese",1200.0,3.6,116,Drinks & nightlife,No,Yes
46 Ounces Brewgarden,Electronic City,Microbrewery,"Bar Food, Finger Food, Pizza",1600.0,3.5,0,Drinks & nightlife,No,Yes
Sky Lounge Bar - Svenska Design Hotel,Electronic City,"Bar, Casual Dining","North Indian, Pizza, Asian, Italian",1500.0,4.0,537,Drinks & nightlife,Yes,Yes
Queens,Electronic City,Bar,"North Indian, Continental, British",1400.0,4.3,169,Drinks & nightlife,No,Yes
Sherlock's Pub,Electronic City,"Pub, Casual Dining","Continental, North Indian",1300.0,3.6,180,Drinks & nightlife,No,Yes
The Chameleon,Electronic City,Bar,Finger Food,1200.0,4.1,163,Drinks & nightlife,No,No
The Terminus - The Oterra,Electronic City,Lounge,"Finger Food, Continental",2500.0,4.0,119,Drinks & nightlife,No,Yes
Mesa Lounge Bar - Svenska Design Hotel,Electronic City,Lounge,"North Indian, Pizza, Asian, Italian",1500.0,3.5,49,Drinks & nightlife,No,Yes
Tap House Resto Bar,Electronic City,"Casual Dining, Bar","Chinese, North Indian, Thai",900.0,3.4,183,Drinks & nightlife,Yes,Yes
Slounge - Lemon Tree Hotel,Electronic City,Lounge,Finger Food,1500.0,3.8,76,Drinks & nightlife,No,No
Unlock - The Restobar,Electronic City,Lounge,Japanese,1200.0,3.8,27,Drinks & nightlife,No,No
Z-Bar,Electronic City,Bar,"Finger Food, North Indian",1500.0,4.1,410,Drinks & nightlife,No,Yes
Prestige Estate Club and Resorts,Electronic City,"Casual Dining, Bar",North Indian,1000.0,3.5,10,Drinks & nightlife,No,No
Indian Kitchen - Hotel Presidency,Electronic City,Casual Dining,"Fast Food, North Indian, Finger Food",1000.0,3.0,8,Drinks & nightlife,Yes,No
Hide Out - The Golden Tulip,Electronic City,Bar,Finger Food,1800.0,3.2,9,Drinks & nightlife,Yes,No
90's Beer Cafe - Hotel Millennium Plaza,Electronic City,Bar,Finger Food,1000.0,3.0,7,Drinks & nightlife,No,No
Nirvana Bar - Manipal County,Electronic City,Bar,Finger Food,1000.0,3.3,6,Drinks & nightlife,No,No
3rd Innings,Electronic City,"Casual Dining, Bar","Burger, Italian, North Indian, Chinese",1000.0,3.0,17,Drinks & nightlife,No,No
Envy,Electronic City,Lounge,Finger Food,1000.0,3.4,9,Drinks & nightlife,No,No
Aura - Radha Regent,Electronic City,Bar,"Continental, American, South Indian, Italian, North Indian, Chinese",1200.0,3.6,116,Pubs and bars,No,Yes
Fire Station,Electronic City,"Pub, Casual Dining","Continental, Mexican, Burger, Desserts, Italian, Pizza, North Indian, Chinese",1200.0,4.4,809,Pubs and bars,No,Yes
Gilly's Restobar,Electronic City,"Pub, Casual Dining","Continental, North Indian, Chinese, Salad",1200.0,4.3,1265,Pubs and bars,No,Yes
Sky Lounge Bar - Svenska Design Hotel,Electronic City,"Bar, Casual Dining","North Indian, Pizza, Asian, Italian",1500.0,4.0,537,Pubs and bars,Yes,Yes
Queens,Electronic City,Bar,"North Indian, Continental, British",1400.0,4.3,169,Pubs and bars,No,Yes
Sherlock's Pub,Electronic City,"Pub, Casual Dining","Continental, North Indian",1300.0,3.6,180,Pubs and bars,No,Yes
Shandys-The Beer Cocktail Hub,Electronic City,"Bar, Casual Dining","North Indian, South Indian, Chinese, Italian",1400.0,3.5,0,Pubs and bars,No,No
The Chameleon,Electronic City,Bar,Finger Food,1200.0,4.1,163,Pubs and bars,No,No
Cedar Bar & Dive - Hotel Presidency,Electronic City,Bar,"North Indian, Thai, Chinese, Continental",1200.0,3.8,49,Pubs and bars,Yes,No
Tap House Resto Bar,Electronic City,"Casual Dining, Bar","Chinese, North Indian, Thai",900.0,3.4,183,Pubs and bars,Yes,Yes
Soul Curry Restaurant,Electronic City,"Casual Dining, Bar","Andhra, Chinese, North Indian, Biryani",600.0,3.6,18,Pubs and bars,No,No
Z-Bar,Electronic City,Bar,"Finger Food, North Indian",1500.0,4.1,410,Pubs and bars,No,Yes
The Dining Table - Sahar Pavillion,Electronic City,"Casual Dining, Bar","Chinese, Continental, North Indian, Pizza, South Indian",1500.0,3.7,74,Pubs and bars,No,Yes
Prestige Estate Club and Resorts,Electronic City,"Casual Dining, Bar",North Indian,1000.0,3.5,10,Pubs and bars,No,No
Hide Out - The Golden Tulip,Electronic City,Bar,Finger Food,1800.0,3.2,9,Pubs and bars,Yes,No
Chill Out Bar,Electronic City,Bar,"Finger Food, Fast Food",1500.0,3.5,0,Pubs and bars,No,No
90's Beer Cafe - Hotel Millennium Plaza,Electronic City,Bar,Finger Food,1000.0,3.0,7,Pubs and bars,No,No
Nirvana Bar - Manipal County,Electronic City,Bar,Finger Food,1000.0,3.3,6,Pubs and bars,No,No
3rd Innings,Electronic City,"Casual Dining, Bar","Burger, Italian, North Indian, Chinese",1000.0,3.0,17,Pubs and bars,No,No
NH7 Resto Pub,Electronic City,"Casual Dining, Pub","Andhra, Chinese, Continental",1400.0,3.3,6,Pubs and bars,No,No
Spice,Electronic City,"Casual Dining, Bar","Andhra, Chinese, North Indian",1500.0,3.3,4,Pubs and bars,No,No
Empire Restaurant,Frazer Town,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0,4.1,1864,Buffet,Yes,No
Tiger Trail - Ramada Hotel,Frazer Town,"Casual Dining, Bar","North Indian, Lucknowi",1300.0,4.0,188,Buffet,Yes,Yes
Caraway Kitchen - Conrad Bengaluru,Frazer Town,Fine Dining,"American, Continental, North Indian, South Indian",2800.0,4.3,153,Buffet,No,Yes
BBQ@52,Frazer Town,Casual Dining,"BBQ, Biryani, Continental",1500.0,3.7,41,Buffet,No,Yes
Skylit - Citrus Hotels,Frazer Town,Lounge,"North Indian, Mughlai, Mediterranean",1300.0,4.0,324,Buffet,No,Yes
Banjara Melting Pot,Frazer Town,Casual Dining,"North Indian, Chinese, Seafood",1700.0,4.2,475,Buffet,Yes,Yes
Citrus Cafe - Lemon Tree Premier,Frazer Town,Casual Dining,"North Indian, Continental, South Indian",2200.0,3.9,183,Buffet,No,No
Zodiac - Fortune Select JP Cosmos Hotel,Frazer Town,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800.0,3.8,91,Buffet,Yes,Yes
Pinxx - Royal Orchid Central,Frazer Town,Casual Dining,"Italian, European",1600.0,3.8,198,Buffet,Yes,Yes
24 Carats - The Capitol,Frazer Town,Casual Dining,"Asian, Continental",1000.0,3.1,46,Buffet,No,No
Cafe Monarch Luxur,Frazer Town,Casual Dining,"North Indian, South Indian, Chinese, Fast Food",800.0,3.8,23,Buffet,No,No
BISO - Citrus Hotels,Frazer Town,Casual Dining,"North Indian, South Indian, Italian, Continental",1100.0,3.9,158,Buffet,No,Yes
Bazaar- Zone By The Park,Frazer Town,Casual Dining,"Continental, South Indian, North Indian, Asian",1100.0,3.8,52,Buffet,No,Yes
Coastal Creek,Frazer Town,Casual Dining,"North Indian, Continental, South Indian",600.0,3.3,13,Buffet,No,No
Mambos Cafe,Frazer Town,Cafe,"Cafe, Continental, Beverages, Fast Food",1100.0,3.9,62,Cafes,No,No
Sherlock's Cafe,Frazer Town,Cafe,"Cafe, Fast Food",350.0,3.7,40,Cafes,Yes,No
Cafe Arabica,Frazer Town,"Quick Bites, Bakery","Cafe, Bakery",700.0,4.1,147,Cafes,No,No
Sunny Side Bistro,Frazer Town,Cafe,"Cafe, Continental",700.0,3.8,362,Cafes,Yes,No
Best Tea Cafe,Frazer Town,Cafe,Cafe,400.0,3.4,0,Cafes,Yes,No
Cafe Coffee Day,Frazer Town,Cafe,"Cafe, Fast Food",900.0,3.1,31,Cafes,Yes,No
Bubbles,Frazer Town,Cafe,Cafe,450.0,3.7,21,Cafes,Yes,No
Happy Belly Bakes,Frazer Town,"Bakery, Cafe","Bakery, Cafe",350.0,4.1,252,Cafes,Yes,No
Loca Moca,Frazer Town,Cafe,"Cafe, Continental",600.0,2.9,45,Cafes,No,No
The Chocolate Heaven,Frazer Town,"Dessert Parlor, Cafe","Desserts, Cafe",600.0,3.7,0,Cafes,No,No
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Frazer Town,Cafe,Cafe,300.0,3.4,9,Cafes,Yes,No
Starbucks,Frazer Town,Cafe,"Cafe, Desserts",700.0,3.5,6,Cafes,No,No
Savera Cafe,Frazer Town,Cafe,Cafe,50.0,3.7,11,Cafes,No,No
Aubree,Frazer Town,"Cafe, Bakery","Cafe, Bakery",400.0,3.7,0,Cafes,Yes,No
Norsha Caffe,Frazer Town,Cafe,Cafe,400.0,3.3,6,Cafes,Yes,No
Hammered,Frazer Town,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1300.0,4.7,4678,Cafes,Yes,Yes
Cafe Azzure,Frazer Town,Cafe,"Cafe, Continental, Italian, Burger",1200.0,4.3,2671,Cafes,Yes,Yes
The Culinarium,Frazer Town,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages",1100.0,4.0,25,Cafes,No,No
Dolci Desserts,Frazer Town,"Cafe, Dessert Parlor","Cafe, Desserts",750.0,4.3,654,Cafes,Yes,No
Cafe Kaara,Frazer Town,Cafe,"Cafe, Salad, Desserts, Pizza",750.0,4.2,164,Cafes,No,No
Skoolroom,Frazer Town,Cafe,"Cafe, Continental, Italian, Burger, Beverages",700.0,4.3,570,Cafes,Yes,No
Step Right Up,Frazer Town,Cafe,"Cafe, Italian",300.0,4.1,153,Cafes,Yes,No
Infinitea Tea Room & Tea Store,Frazer Town,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",1000.0,4.3,860,Cafes,Yes,Yes
Mudpipe Cafe,Frazer Town,Cafe,"Cafe, Continental, Italian, Burger",750.0,4.2,740,Cafes,Yes,No
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Frazer Town,"Cafe, Casual Dining","Cafe, American, Continental, Steak",800.0,3.9,462,Cafes,Yes,No
Smally's Resto Cafe,Frazer Town,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,4.1,1852,Cafes,Yes,Yes
Peppa Zzing,Frazer Town,Cafe,"Cafe, Fast Food, Burger",800.0,4.3,1133,Cafes,Yes,No
Cafe Imroze,Frazer Town,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650.0,3.6,95,Cafes,Yes,No
KAARA BY THE LAKE,Frazer Town,Cafe,"Cafe, Italian, Coffee",750.0,4.0,47,Cafes,No,No
The Souk,Frazer Town,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800.0,3.7,66,Cafes,Yes,No
